"ID","EngDispl","NumCyl","Transmission","FE","AirAspirationMethod","NumGears","TransLockup","TransCreeperGear","DriveDesc","IntakeValvePerCyl","ExhaustValvesPerCyl","CarlineClassDesc","VarValveTiming","VarValveLift","ModelYear"
618,2,4,"S6",43.5414,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
619,2.4,4,"M5",38.5995,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",0,1,2010
620,2,4,"M6",42.575,"Turbocharged",6,1,0,"AllWheelDrive",2,2,"CompactCars",1,1,2010
621,4.8,8,"M6",28.8,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,1,2010
622,4.4,8,"S8",33.0499,"Turbocharged",8,1,0,"AllWheelDrive",2,2,"MidsizeCars",1,0,2011
623,2,4,"S6",39.7256,"Turbocharged",6,0,0,"AllWheelDrive",2,2,"SubcompactCars",1,0,2010
624,2.5,4,"AV",35.8606,"NaturallyAspirated",1,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
625,5.2,10,"S6",26.7,"NaturallyAspirated",6,0,0,"AllWheelDrive",2,2,"MidsizeCars",1,0,2010
626,5.3,8,"A4",24.2999,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",1,1,"VansCargoTypes",1,0,2010
627,5,8,"Other",30.3,"NaturallyAspirated",1,0,0,"AllWheelDrive",2,2,"MidsizeCars",1,0,2010
628,3,6,"M6",35.4606,"NaturallyAspirated",6,0,0,"AllWheelDrive",2,2,"MidsizeCars",1,1,2010
629,1.6,4,"S6",47.2025,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"MinicompactCars",1,1,2010
630,6.2,8,"A7",26.6604,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2012
631,3.7,5,"A4",31.8217,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",2,2,"SmallPickupTrucks2WD",0,0,2010
632,4,8,"S7",27.9711,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"CompactCars",1,0,2010
633,3.8,6,"A6",32.5,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
634,2.5,4,"AV",37.9,"NaturallyAspirated",1,0,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
635,3.8,6,"A7",36.9347,"NaturallyAspirated",7,0,0,"TwoWheelDriveRear",2,2,"MinicompactCars",1,1,2010
636,7,8,"M6",33.7,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",1,1,"2Seaters",0,0,2010
637,4.6,8,"S6",30.2999,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"MidsizeCars",0,0,2010
638,2.4,4,"A4",34.1,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",0,0,2010
639,3.6,6,"M6",34.8754,"NaturallyAspirated",6,0,0,"FourWheelDrive",2,2,"MinicompactCars",1,1,2010
640,4,8,"M6",28.4,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"CompactCars",1,0,2010
641,3,6,"S6",38.1696,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"SmallStationWagons",1,1,2010
642,2,4,"S6",56.9,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"MidsizeCars",0,0,2012
643,1.6,4,"M6",46.5047,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,1,2010
644,3.5,6,"S6",36.5564,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2010
645,2.4,4,"M6",44.6,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
646,3.5,6,"S6",30.2,"Turbocharged",6,1,1,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
647,1.6,4,"M6",49.9494,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,1,2011
648,4.6,8,"M5",33.8,"NaturallyAspirated",5,0,1,"TwoWheelDriveRear",2,1,"SubcompactCars",1,0,2010
649,6.2,8,"A6",26,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"SpecialPurposeVehicleSUV2WD",1,0,2010
650,5,8,"S6",25.8972,"NaturallyAspirated",6,0,1,"FourWheelDrive",2,2,"StandardPickupTrucks4WD",1,0,2011
651,2.5,5,"S5",40.6,"Turbocharged",5,1,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2010
652,3.6,6,"M6",35.2427,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"MinicompactCars",1,1,2010
653,1.6,4,"AVS6",41.7,"Turbocharged",1,1,0,"AllWheelDrive",2,2,"SmallStationWagons",1,0,2011
654,5.7,8,"S6",23.9993,"NaturallyAspirated",6,1,0,"ParttimeFourWheelDrive",2,2,"StandardPickupTrucks4WD",1,0,2010
655,2,4,"A6",57.6,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2012
656,5.3,8,"A6",29,"NaturallyAspirated",6,1,0,"FourWheelDrive",1,1,"SpecialPurposeVehicleSUV4WD",1,0,2011
657,6.2,8,"A6",28.4,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"SpecialPurposeVehicleSUV2WD",1,0,2010
658,4.4,8,"S6",30.8,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"MidsizeCars",1,0,2010
659,5.6,8,"S7",34.5,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"MidsizeCars",1,1,2011
660,2.5,4,"S4",32.9103,"Turbocharged",4,1,0,"AllWheelDrive",2,2,"SmallStationWagons",1,0,2010
661,4,6,"S5",31.4,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
662,2.5,4,"AV",42.9,"NaturallyAspirated",1,0,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
663,3,6,"S6",36.1548,"Turbocharged",6,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2010
664,2.5,4,"A5",30.2,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",2,2,"SmallPickupTrucks2WD",1,0,2010
665,5,8,"S6",23.5743,"Supercharged",6,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
666,3.2,6,"S6",30.4926,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
667,4.8,8,"A4",26.2283,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",1,1,"StandardPickupTrucks2WD",1,0,2010
668,2.3,4,"M5",37.7,"NaturallyAspirated",5,0,1,"TwoWheelDriveRear",2,2,"SmallPickupTrucks2WD",0,0,2010
669,1.6,4,"A4",42.1,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2010
670,2.5,4,"M5",31.8,"NaturallyAspirated",5,0,0,"TwoWheelDriveRear",2,2,"SmallPickupTrucks2WD",1,0,2012
671,3.5,6,"S6",37.4,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
672,3.3,6,"A4",33.0988,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",1,1,"SpecialPurposeVehicleminivan2WD",0,0,2010
673,3,6,"S6",35.4966,"Turbocharged",6,1,0,"TwoWheelDriveRear",2,2,"LargeCars",1,0,2011
674,5.3,8,"A6",28.9935,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"SpecialPurposeVehicleSUV2WD",1,0,2010
675,1.6,4,"M6",47.7592,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2010
676,4.4,8,"S8",33.9016,"Turbocharged",8,1,0,"TwoWheelDriveRear",2,2,"CompactCars",1,0,2012
677,2,4,"M6",41.7078,"NaturallyAspirated",6,0,0,"AllWheelDrive",2,2,"SmallStationWagons",1,0,2010
678,2,4,"AV",45.1901,"NaturallyAspirated",1,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
679,2.4,4,"A5",33.5,"NaturallyAspirated",5,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2010
680,3.6,6,"A6",40.5,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2011
681,2,4,"M6",62.8,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"MidsizeCars",0,0,2012
682,4.4,8,"S6",29.8378,"Turbocharged",6,1,0,"TwoWheelDriveRear",2,2,"LargeCars",1,0,2011
683,3.6,6,"A6",35.5,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2011
684,2.4,4,"S6",46.8,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
685,3,6,"S6",34.7286,"Supercharged",6,1,0,"AllWheelDrive",2,2,"Other",1,0,2010
686,3,6,"S6",38.3,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"SmallStationWagons",1,0,2010
687,6,8,"A6",21.4734,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"VansCargoTypes",1,0,2011
688,3,6,"S6",36.1548,"Turbocharged",6,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2010
689,3.5,6,"S7",31.4961,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
690,1.8,4,"S6",50,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2012
691,4.2,8,"M6",29.3,"NaturallyAspirated",6,0,0,"AllWheelDrive",2,2,"SubcompactCars",1,0,2010
692,3.5,6,"S6",34.5,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
693,3,6,"M6",34.2853,"Turbocharged",6,1,0,"AllWheelDrive",2,2,"MidsizeCars",1,0,2010
694,1.6,4,"M5",47.3,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
695,2.7,4,"M5",30.3,"NaturallyAspirated",5,0,0,"ParttimeFourWheelDrive",2,2,"SmallPickupTrucks4WD",1,0,2010
696,2.4,4,"AV",34.7,"NaturallyAspirated",1,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
697,2.4,4,"M5",37.2218,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2010
698,3,6,"S6",39.7103,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"2Seaters",1,1,2010
699,3,6,"A6",37.9,"NaturallyAspirated",6,1,1,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
700,1.6,4,"M5",48.2,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
701,3.4,6,"M6",37.055,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"2Seaters",1,1,2011
702,1.6,4,"S6",44.5714,"Turbocharged",6,1,0,"TwoWheelDriveFront",2,2,"MinicompactCars",1,0,2010
703,3.3,6,"A5",40.1,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"LargeCars",1,0,2010
704,3.7,6,"A4",24.4,"NaturallyAspirated",4,1,0,"FourWheelDrive",1,1,"StandardPickupTrucks4WD",0,0,2011
705,3.5,6,"S6",39.8,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"LargeCars",1,0,2010
706,3,6,"M6",36.798,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"SmallStationWagons",1,1,2010
707,2.5,4,"M5",31.8,"NaturallyAspirated",5,0,0,"TwoWheelDriveRear",2,2,"SmallPickupTrucks2WD",1,0,2010
708,3.6,6,"A7",36.544,"NaturallyAspirated",7,1,0,"FourWheelDrive",2,2,"LargeCars",1,1,2011
709,2,4,"M6",40.5,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,1,2010
710,3,6,"A7",31.5,"Turbocharged",7,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
711,6,12,"A5",23.1,"Turbocharged",5,1,0,"TwoWheelDriveRear",2,1,"LargeCars",1,0,2010
712,2.7,4,"A4",31.7,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
713,4.3,8,"AM7",26.1157,"NaturallyAspirated",7,0,0,"TwoWheelDriveRear",2,2,"MinicompactCars",1,0,2010
714,5.3,8,"A4",22.2999,"NaturallyAspirated",4,1,0,"FourWheelDrive",1,1,"StandardPickupTrucks4WD",1,0,2010
715,2.5,4,"S5",38.6,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
716,3.5,6,"A7",35,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"LargeCars",1,0,2010
717,3,6,"M6",38.7896,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,1,2010
718,4.6,8,"A5",32.1109,"NaturallyAspirated",5,1,1,"TwoWheelDriveRear",2,1,"SubcompactCars",1,0,2010
719,2.4,4,"M5",44.6,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
720,3.8,6,"M6",36.4,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2010
721,3.6,6,"M6",28.1127,"NaturallyAspirated",6,0,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2010
722,2,4,"M5",47.4,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
723,2,4,"A4",40,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2011
724,2,4,"M6",41.521,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
725,3.8,6,"A5",35.6,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"LargeCars",1,0,2010
726,2.7,6,"A4",36.5,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"CompactCars",0,0,2010
727,3,6,"A6",32.1,"NaturallyAspirated",6,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
728,1.6,4,"M6",45.5,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,1,2011
729,2.5,6,"S7",40.8075,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"MidsizeCars",1,0,2011
730,2.5,5,"S5",37.6,"Turbocharged",5,1,0,"AllWheelDrive",2,2,"SmallStationWagons",1,0,2010
731,3.6,6,"A7",36.4395,"NaturallyAspirated",7,0,0,"FourWheelDrive",2,2,"MinicompactCars",1,1,2010
732,2,4,"A4",47.3278,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"CompactCars",0,0,2010
733,3.6,6,"M6",34.9,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"MidsizeCars",1,0,2010
734,2.7,4,"S6",40.6,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
735,2.5,4,"S4",32.8,"Turbocharged",4,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2011
736,4.6,8,"S6",26.2295,"NaturallyAspirated",6,1,0,"ParttimeFourWheelDrive",2,2,"StandardPickupTrucks4WD",1,0,2010
737,3.7,6,"S5",30.9,"NaturallyAspirated",5,1,0,"AllWheelDrive",2,2,"MidsizeCars",1,1,2010
738,5.5,8,"A7",24.6,"NaturallyAspirated",7,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
739,5.3,8,"A6",30.4,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"StandardPickupTrucks2WD",1,0,2010
740,2,4,"S6",41.7701,"Turbocharged",6,1,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2012
741,1.6,4,"S6",47.2025,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,1,2010
742,1.6,4,"S6",44.5714,"Turbocharged",6,1,0,"TwoWheelDriveFront",2,2,"MinicompactCars",1,0,2010
743,2,4,"M6",36.2,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
744,6,8,"AV",30.5,"NaturallyAspirated",1,0,0,"TwoWheelDriveRear",1,1,"StandardPickupTrucks2WD",1,0,2010
745,3.5,6,"A7",39.4515,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2012
746,4,6,"A5",27.5665,"NaturallyAspirated",5,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
747,2.5,5,"S6",39.0128,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2012
748,1.6,4,"A4",46.5,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
749,2.5,4,"S4",35.9226,"NaturallyAspirated",4,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",0,1,2010
750,3.5,6,"S6",37.4,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"LargeCars",1,0,2010
751,3.9,6,"A4",37.3,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",1,1,"LargeCars",1,0,2010
752,3.5,6,"A6",31.4,"NaturallyAspirated",6,1,1,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",0,0,2010
753,2,4,"M6",43,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
754,2,4,"M5",42.9363,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
755,2.4,4,"A5",37.7098,"NaturallyAspirated",5,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2010
756,3.5,6,"M6",34.7927,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"2Seaters",1,0,2010
757,2.4,4,"A5",44.344,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
758,3.5,6,"A6",33.2,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",0,0,2010
759,2,4,"S6",34.1,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
760,3,6,"A6",37.9,"NaturallyAspirated",6,1,1,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
761,6.2,8,"M6",35.8,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",1,1,"2Seaters",0,0,2010
762,6,8,"AV",30.2999,"NaturallyAspirated",1,0,0,"FourWheelDrive",1,1,"SpecialPurposeVehicleSUV4WD",1,0,2010
763,1.6,4,"M6",51.6555,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"MinicompactCars",1,1,2010
764,2,4,"A6",40.9,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2011
765,3.8,6,"A4",28.2,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",1,1,"SpecialPurposeVehicleSUV2WD",0,0,2010
766,3.6,6,"S6",40,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"MidsizeCars",1,0,2010
767,3.7,6,"A5",27.5,"NaturallyAspirated",5,1,0,"FourWheelDrive",1,1,"SpecialPurposeVehicleSUV4WD",0,0,2010
768,3.5,6,"AVS6",35.3494,"NaturallyAspirated",1,0,0,"TwoWheelDriveRear",2,2,"CompactCars",1,0,2010
769,5,8,"S6",31.0736,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"LargeCars",1,1,2010
770,3.5,6,"A7",34.5,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"2Seaters",1,0,2010
771,3,6,"M6",36.798,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,1,2010
772,3.5,6,"AVS6",38.0347,"NaturallyAspirated",1,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
773,2.5,4,"AV",37.9,"NaturallyAspirated",1,0,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
774,4.3,6,"A4",24.1937,"NaturallyAspirated",4,1,0,"FourWheelDrive",1,1,"StandardPickupTrucks4WD",0,0,2010
775,5.3,8,"A4",24.2999,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",1,1,"VansCargoTypes",1,0,2010
776,1.6,4,"AVS6",45.5991,"Turbocharged",1,1,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2011
777,2.5,4,"S4",32.9103,"Turbocharged",4,1,0,"AllWheelDrive",2,2,"CompactCars",1,0,2010
778,3,6,"M6",35.7081,"Turbocharged",6,0,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2010
779,2,4,"AV",42.7743,"Turbocharged",1,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,1,2010
780,3.5,6,"A6",31.5,"NaturallyAspirated",6,1,1,"FourWheelDrive",2,2,"LargeCars",1,0,2010
781,3.6,6,"A6",32.9,"NaturallyAspirated",6,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2011
782,3.5,6,"A7",36.2,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"2Seaters",1,0,2010
783,2.9,4,"M5",34.1,"NaturallyAspirated",5,0,0,"FourWheelDrive",2,2,"SmallPickupTrucks4WD",0,0,2010
784,6,8,"A6",21.7,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"VansPassengerType",1,0,2012
785,5.6,8,"S5",24.2996,"NaturallyAspirated",5,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
786,2.2,4,"M5",44.9991,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
787,3.5,6,"S5",30.5499,"NaturallyAspirated",5,1,0,"AllWheelDrive",2,2,"LargeCars",1,0,2010
788,3.5,6,"A5",36.3944,"NaturallyAspirated",5,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2012
789,2.7,4,"S6",37.8,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
790,6,8,"A6",21.2,"NaturallyAspirated",6,1,0,"FourWheelDrive",1,1,"SpecialPurposeVehicleSUV4WD",1,0,2011
791,1.6,4,"S6",49.6413,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"2Seaters",1,1,2012
792,2.5,4,"AV",38.099,"NaturallyAspirated",1,0,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2012
793,1.6,4,"M5",48.9,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2010
794,2.5,4,"AV",42.9,"NaturallyAspirated",1,0,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
795,5.3,8,"A4",23.2999,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",1,1,"VansPassengerType",1,0,2010
796,3.2,6,"S6",34.5424,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2011
797,5.7,8,"A5",34.5,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",1,1,"LargeCars",1,0,2010
798,5,8,"M6",30.62,"Supercharged",6,0,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2012
799,3.8,6,"A7",34.255,"Turbocharged",7,1,0,"TwoWheelDriveRear",2,2,"MinicompactCars",1,1,2010
800,2.5,4,"A5",30.6,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",2,2,"SmallPickupTrucks2WD",1,0,2012
801,2,4,"M6",42,"Turbocharged",6,0,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2010
802,3,6,"M6",36.4738,"Turbocharged",6,0,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2011
803,6.8,8,"A6",21.006,"Turbocharged",6,0,0,"TwoWheelDriveRear",1,1,"CompactCars",0,0,2010
804,1.6,4,"S6",47.8871,"Turbocharged",6,1,0,"TwoWheelDriveFront",2,2,"2Seaters",1,1,2012
805,2.4,4,"AV",33.6,"NaturallyAspirated",1,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
806,3.2,6,"S6",29.7431,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
807,1.4,4,"S6",50.4,"Turbocharged",6,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2011
808,1.8,4,"A5",51.1915,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,1,2010
809,4.8,8,"A7",31.9791,"Turbocharged",7,1,0,"AllWheelDrive",2,2,"LargeCars",1,1,2012
810,2.3,4,"S6",31.7,"Turbocharged",6,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
811,3.3,6,"A4",33.0988,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",1,1,"SpecialPurposeVehicleminivan2WD",0,0,2010
812,6.2,8,"M6",26.2999,"Supercharged",6,0,0,"TwoWheelDriveRear",1,1,"MidsizeCars",0,0,2010
813,6.5,12,"Other",17.5,"NaturallyAspirated",7,0,0,"AllWheelDrive",2,2,"2Seaters",1,0,2010
814,5,8,"S6",29.7559,"Supercharged",6,1,0,"TwoWheelDriveRear",2,2,"MidsizeCars",1,0,2010
815,4.6,8,"A4",23,"NaturallyAspirated",4,1,1,"TwoWheelDriveRear",1,1,"VansCargoTypes",0,0,2011
816,2,4,"S6",37.1,"Turbocharged",6,0,0,"AllWheelDrive",2,2,"SmallStationWagons",1,0,2010
817,1.6,4,"AM6",54.2501,"NaturallyAspirated",6,1,1,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2011
818,3.5,6,"M6",35.5,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"MinicompactCars",1,0,2010
819,3.5,6,"S6",30.0493,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"Other",1,0,2011
820,6,8,"A6",21.4734,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"VansCargoTypes",1,0,2011
821,2.9,4,"M5",35.5,"NaturallyAspirated",5,0,0,"TwoWheelDriveRear",2,2,"SmallPickupTrucks2WD",0,0,2010
822,3,6,"S8",37.9997,"Turbocharged",8,1,0,"AllWheelDrive",2,2,"LargeCars",1,1,2011
823,2.4,4,"M5",44.8,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"LargeCars",1,0,2010
824,3.5,6,"S6",33.5,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"MidsizeCars",1,0,2010
